timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-06T20:03:34.729891,11.75,71.57,0.88,medium
2025-05-06T20:03:36.723051,10.01,61.72,0.72,medium
2025-05-06T20:03:38.719001,9.51,59.99,0.83,medium
2025-05-06T20:03:40.729954,9.53,56.08,0.69,high
2025-05-06T20:03:42.718668,9.82,57.96,0.94,high
2025-05-06T20:03:44.721237,9.46,55.26,0.9,high
2025-05-06T20:03:46.728145,9.62,53.64,0.83,high
2025-05-06T20:03:48.734337,9.99,56.1,0.74,high
2025-05-06T20:03:50.732241,10.13,55.82,0.76,high
2025-05-06T20:03:52.719894,9.83,55.0,0.73,high
2025-05-06T20:03:54.747367,10.28,59.08,0.78,high
2025-05-06T20:03:56.735296,10.27,58.07,0.78,high
2025-05-06T20:03:58.736794,9.37,53.96,0.79,high
2025-05-06T20:04:00.720806,9.29,57.9,0.76,high
2025-05-06T20:04:02.720473,8.9,56.4,0.69,high
2025-05-06T20:04:04.717774,7.84,51.32,0.67,high
2025-05-06T20:04:06.718122,7.81,54.9,0.82,high
2025-05-06T20:04:08.717665,8.91,53.23,0.9,high
2025-05-06T20:04:10.719892,8.93,50.3,1.0,high
2025-05-06T20:04:13.888210,9.49,48.01,0.77,high
2025-05-06T20:04:14.727762,10.2,48.98,0.81,high
2025-05-06T20:04:16.718021,10.06,43.89,0.91,high
2025-05-06T20:04:18.754220,9.44,49.05,2.14,medium
