timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-06T20:04:46.718120,9.93,73.24,1.23,medium
2025-05-06T20:04:48.731950,8.87,72.79,0.95,medium
2025-05-06T20:04:50.739303,9.05,65.97,0.89,medium
2025-05-06T20:04:52.743168,9.72,61.6,0.77,high
2025-05-06T20:04:54.736704,9.7,60.21,0.88,high
2025-05-06T20:04:56.718063,9.69,58.15,0.89,high
2025-05-06T20:04:58.749419,10.3,54.55,2.05,medium
2025-05-06T20:05:00.720686,10.68,53.28,2.19,medium
2025-05-06T20:05:02.726153,10.41,53.68,3.02,medium
2025-05-06T20:05:04.756377,10.51,51.91,3.08,medium
2025-05-06T20:05:06.722492,10.42,50.17,3.08,medium
2025-05-06T20:05:08.740870,10.32,47.71,1.84,high
2025-05-06T20:05:11.895099,9.95,51.68,1.75,high
2025-05-06T20:05:13.801902,9.98,54.99,0.96,high
2025-05-06T20:05:16.215297,9.84,57.46,0.73,high
2025-05-06T20:05:18.578817,9.92,58.31,0.85,high
2025-05-06T20:05:18.717927,9.92,58.31,0.85,high
2025-05-06T20:05:20.717950,10.24,53.96,0.87,high
2025-05-06T20:05:22.725976,9.78,53.2,1.97,high
2025-05-06T20:05:26.456186,9.46,51.51,1.88,high
2025-05-06T20:05:28.425107,9.05,48.28,1.97,high
2025-05-06T20:05:30.837334,9.32,53.1,1.99,high
2025-05-06T20:05:32.717330,9.78,49.88,0.93,high
