timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-06T22:37:02.068091,12.0,34.17,1.88,medium
2025-05-06T22:37:02.072083,12.0,34.17,1.88,medium
2025-05-06T22:37:02.078856,12.0,34.17,1.88,medium
2025-05-06T22:37:02.473207,12.0,34.17,1.88,medium
2025-05-06T22:37:05.664043,10.12,52.21,2.1,medium
2025-05-06T22:37:06.496393,10.28,52.89,1.76,medium
2025-05-06T22:37:13.852016,9.77,60.31,2.48,medium
2025-05-06T22:37:14.475141,9.85,58.55,2.53,medium
2025-05-06T22:37:16.477537,10.13,63.54,2.41,medium
2025-05-06T22:37:18.492063,9.9,66.99,1.01,high
2025-05-06T22:37:20.485388,9.52,68.09,0.92,high
2025-05-06T22:37:22.480456,9.6,64.08,0.9,high
2025-05-06T22:37:24.473721,9.59,64.75,0.79,high
2025-05-06T22:37:26.500358,9.36,59.03,0.83,high
2025-05-06T22:37:28.475719,8.88,52.78,0.97,high
2025-05-06T22:37:30.479059,9.71,47.65,1.11,high
2025-05-06T22:37:32.475955,9.79,49.27,1.16,high
2025-05-06T22:37:34.473004,10.18,46.06,1.11,high
2025-05-06T22:37:36.488633,10.5,48.44,1.34,high
2025-05-06T22:37:38.535725,11.19,51.37,1.26,high
2025-05-06T22:37:40.485927,11.15,54.07,2.35,medium
2025-05-06T22:37:42.472076,10.97,54.54,2.25,medium
2025-05-06T22:37:44.475797,10.39,55.61,2.24,medium
2025-05-06T22:37:46.481531,10.03,54.98,1.95,high
2025-05-06T22:37:48.483437,9.05,55.67,1.88,high
2025-05-06T22:37:50.473336,8.89,58.3,0.56,high
2025-05-06T22:37:52.503165,8.88,60.55,0.72,high
2025-05-06T22:37:54.491077,9.05,58.58,0.7,high
2025-05-06T22:37:56.476846,9.25,56.33,1.97,high
2025-05-06T22:37:58.916297,10.2,56.84,2.07,medium
2025-05-06T22:38:00.925488,10.11,52.81,2.12,medium
2025-05-06T22:38:02.933279,10.27,50.54,3.11,medium
2025-05-06T22:38:04.927722,10.24,51.65,3.32,medium
2025-05-06T22:38:06.909991,9.63,56.02,3.04,medium
2025-05-06T22:38:08.946665,9.04,54.34,3.76,medium
2025-05-06T22:38:10.909654,8.89,55.9,3.91,medium
2025-05-06T22:38:12.910539,8.75,51.89,2.72,medium
2025-05-06T22:38:14.921642,8.24,51.4,3.26,medium
2025-05-06T22:38:16.913813,8.86,52.45,2.47,medium
2025-05-06T22:38:18.939899,9.38,53.9,1.57,high
2025-05-06T22:38:20.926983,9.63,54.78,1.42,high
2025-05-06T22:38:22.910951,9.46,58.34,2.63,high
2025-05-06T22:38:24.949684,10.23,58.42,1.86,high
2025-05-06T22:38:26.933085,10.22,55.54,2.25,medium
2025-05-06T22:38:28.941674,10.59,58.01,2.47,medium
2025-05-06T22:38:30.943427,10.55,54.32,2.48,medium
2025-05-06T22:38:32.975396,10.58,55.13,1.27,high
2025-05-06T22:38:34.947311,10.01,52.01,1.31,high
2025-05-06T22:38:36.990664,9.95,50.81,0.8,high
2025-05-06T22:38:38.915500,9.49,46.47,0.66,high
2025-05-06T22:38:40.932835,9.62,45.14,0.66,high
2025-05-06T22:38:42.945354,9.96,46.95,0.75,high
2025-05-06T22:38:44.916486,10.24,52.81,1.97,high
2025-05-06T22:38:46.915479,10.48,55.65,2.0,high
2025-05-06T22:38:48.930734,9.82,53.32,2.13,medium
2025-05-06T22:38:50.924906,8.94,56.31,2.22,medium
2025-05-06T22:38:52.915441,8.9,50.65,2.22,medium
2025-05-06T22:38:54.930791,8.41,47.68,1.12,high
2025-05-06T22:38:56.945330,8.34,48.69,1.24,high
2025-05-06T22:39:41.970717,9.11,54.93,1.98,high
2025-05-06T22:40:42.008524,10.17,58.96,1.26,high
2025-05-06T22:41:41.950683,9.88,64.52,1.16,high
