timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-04T14:12:08.240149,8.86,34.06,1.31,medium
2025-05-04T14:12:10.247260,8.84,39.28,1.21,medium
2025-05-04T14:12:12.249048,8.77,46.76,1.31,medium
2025-05-04T14:12:14.254868,8.07,44.44,1.14,high
2025-05-04T14:12:16.265225,8.34,50.69,1.02,high
2025-05-04T14:12:18.272597,8.73,51.82,1.01,high
2025-05-04T14:12:20.278534,8.42,55.57,0.9,high
2025-05-04T14:12:22.285697,8.8,61.34,0.89,high
2025-05-04T14:12:24.289195,8.62,63.45,1.07,high
2025-05-04T14:12:26.298434,8.88,56.9,2.39,medium
