timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-04T14:12:07.804294,10.72,48.76,0.78,medium
2025-05-04T14:12:09.811574,9.63,60.36,1.37,medium
2025-05-04T14:12:11.817036,9.9,57.26,3.8,medium
2025-05-04T14:12:13.821909,9.48,61.28,2.82,medium
2025-05-04T14:12:15.828452,9.03,59.4,2.52,medium
2025-05-04T14:12:17.837950,9.25,57.36,2.13,medium
2025-05-04T14:12:19.840416,9.37,55.85,2.08,medium
2025-05-04T14:12:21.842523,9.3,57.33,1.03,high
2025-05-04T14:12:23.846478,8.78,53.74,1.27,high
2025-05-04T14:12:25.855545,9.18,54.19,1.14,high
