timestamp,bandwidth_mbps,latency_ms,packet_loss_percent,current_quality
2025-05-06T19:24:56.826147,8.22,72.13,0.83,medium
2025-05-06T19:24:57.917142,11.49,63.37,1.06,medium
2025-05-06T19:24:58.372892,9.07,46.78,1.19,medium
2025-05-06T19:24:58.827405,10.12,49.92,1.09,medium
2025-05-06T19:24:59.923616,9.79,61.8,0.85,medium
2025-05-06T19:25:00.377130,9.35,53.11,1.24,medium
2025-05-06T19:25:00.831376,9.99,53.11,1.23,medium
2025-05-06T19:25:01.841452,10.11,61.91,1.03,high
2025-05-06T19:25:02.380760,9.44,50.87,1.43,high
2025-05-06T19:25:02.833827,9.66,58.6,1.3,high
2025-05-06T19:25:03.715159,9.87,56.36,0.97,high
2025-05-06T19:25:04.385623,9.09,50.29,1.37,high
2025-05-06T19:25:04.836936,9.67,59.26,1.23,high
2025-05-06T19:25:05.714107,10.14,59.1,1.87,high
2025-05-06T19:25:06.387393,8.94,52.79,1.19,high
2025-05-06T19:25:06.839266,10.04,57.48,1.25,high
2025-05-06T19:25:07.712871,9.61,55.78,1.82,high
2025-05-06T19:25:08.388865,9.24,52.63,1.27,high
2025-05-06T19:25:08.841593,9.78,61.06,1.17,high
2025-05-06T19:25:09.714220,9.4,58.67,1.86,high
2025-05-06T19:25:10.390775,9.25,50.48,1.13,high
2025-05-06T19:25:10.846025,9.78,57.64,1.05,high
2025-05-06T19:25:11.713519,10.06,53.43,1.74,high
2025-05-06T19:25:12.392644,9.47,53.22,1.05,high
2025-05-06T19:25:12.848265,9.45,57.69,0.93,high
2025-05-06T19:25:13.712396,10.18,55.09,1.74,high
2025-05-06T19:25:14.394140,10.01,50.25,1.06,high
2025-05-06T19:25:14.850664,9.53,59.72,0.92,high
2025-05-06T19:25:15.714590,9.44,52.46,1.02,high
2025-05-06T19:25:16.396254,10.23,51.99,1.07,high
2025-05-06T19:25:16.852379,9.1,54.74,0.93,high
2025-05-06T19:25:18.401037,10.22,54.45,0.9,high
2025-05-06T19:25:18.855931,8.96,54.17,0.94,high
2025-05-06T19:25:20.402812,10.47,51.53,1.03,high
2025-05-06T19:25:20.858065,9.19,57.45,1.02,high
2025-05-06T19:25:22.404452,10.38,47.17,0.93,high
2025-05-06T19:25:22.860205,9.53,56.55,1.45,high
2025-05-06T19:25:24.408566,9.99,49.85,0.93,high
2025-05-06T19:25:24.862197,9.81,52.78,1.37,high
2025-05-06T19:25:26.411796,9.88,45.61,1.12,high
2025-05-06T19:25:26.677535,9.41,56.77,2.3,medium
2025-05-06T19:25:26.864479,10.1,55.17,1.22,high
2025-05-06T19:25:28.413627,9.53,43.41,2.39,medium
2025-05-06T19:25:28.866669,10.53,53.8,1.29,high
2025-05-06T19:25:29.502895,9.13,56.43,2.35,medium
2025-05-06T19:25:30.417967,9.41,47.12,2.29,medium
2025-05-06T19:25:30.868685,10.36,54.22,1.28,high
2025-05-06T19:25:31.185993,9.57,56.44,2.38,medium
2025-05-06T19:25:31.715307,9.57,56.44,2.38,medium
2025-05-06T19:25:32.419817,9.45,48.69,2.38,medium
2025-05-06T19:25:32.870986,10.28,53.16,0.87,high
2025-05-06T19:25:33.715526,9.65,56.73,1.35,high
2025-05-06T19:25:34.423217,9.49,48.56,2.19,medium
2025-05-06T19:25:34.872603,10.19,53.85,0.88,high
2025-05-06T19:25:35.739578,9.57,54.87,0.7,high
2025-05-06T19:25:36.425973,9.41,47.31,2.12,medium
2025-05-06T19:25:36.878050,10.29,56.8,1.74,high
2025-05-06T19:25:37.717465,9.56,53.52,0.75,high
2025-05-06T19:25:38.427443,8.96,50.31,0.79,high
2025-05-06T19:25:38.880766,9.49,58.88,1.81,high
2025-05-06T19:25:39.713447,10.0,51.71,0.76,high
2025-05-06T19:25:40.431555,8.7,46.81,0.7,high
2025-05-06T19:25:40.883329,9.15,56.45,1.69,high
2025-05-06T19:25:41.912537,10.13,51.42,0.71,high
2025-05-06T19:25:42.433475,8.63,48.35,1.93,high
2025-05-06T19:25:42.886636,9.61,55.78,2.2,medium
2025-05-06T19:25:43.911390,9.52,49.75,0.84,high
2025-05-06T19:25:44.442530,8.98,51.09,2.05,medium
2025-05-06T19:25:44.890512,9.46,56.08,2.27,medium
2025-05-06T19:25:45.909505,9.77,47.53,0.97,high
2025-05-06T19:25:46.456192,9.52,54.59,2.08,medium
2025-05-06T19:25:46.894541,9.48,57.13,1.52,medium
2025-05-06T19:25:47.912540,9.91,50.19,2.32,medium
2025-05-06T19:25:48.458327,10.09,54.77,2.16,medium
2025-05-06T19:25:48.898903,10.21,58.2,1.28,high
2025-05-06T19:25:49.937394,9.71,56.13,3.61,medium
2025-05-06T19:25:50.460735,9.82,55.7,2.29,medium
2025-05-06T19:25:50.902333,10.73,56.48,1.42,high
2025-05-06T19:25:51.957706,9.8,57.95,3.78,medium
2025-05-06T19:25:52.469648,9.85,58.09,0.97,high
2025-05-06T19:25:52.911031,10.64,58.03,0.92,high
2025-05-06T19:25:53.921766,10.24,61.0,3.89,medium
2025-05-06T19:25:54.472388,9.82,55.46,1.08,high
2025-05-06T19:25:54.913551,10.63,54.29,0.87,high
2025-05-06T19:25:55.906695,10.07,66.33,3.72,medium
2025-05-06T19:25:56.474445,9.0,57.97,0.98,high
2025-05-06T19:25:56.916025,10.01,51.5,0.83,high
2025-05-06T19:25:57.922718,9.75,63.92,3.79,medium
2025-05-06T19:25:58.476968,9.14,52.04,0.91,high
2025-05-06T19:25:58.919035,9.5,53.51,1.03,high
2025-05-06T19:25:59.958717,9.64,62.28,2.84,medium
2025-05-06T19:26:00.480907,8.81,54.47,1.02,high
